,Latitude,Longitude
334,47.0671840000,5.4145750000
335,43.6138557423,3.8108941434
336,46.0823550000,6.7241100000
337,45.7638200000,4.8342200000
338,45.7636200000,4.8555600000
339,49.1795900000, -0.3546000000
340,48.8980250000,2.3444620000
341,48.8839240000,2.3445840000
342,48.8815870000,2.2912900000
343,48.8673010000,2.3759300000
344,48.8289404366,2.2825692594
345, -21.2597710000,55.5161580000
346,47.8843120000, -4.1561850000
347,45.2776870000,5.6482980000
348,44.9719510000, -0.6097350000
349,45.8955431000,6.1300720000
350,48.9796583530,2.3039209843
351,49.0019110000,2.1038180000
352,50.6525000000,3.1428900000
353,47.5016000000, -0.5869000000
354,44.8483000000, -0.6168600000
355,43.2105129531,2.3579192162
356,48.8399510000,2.4321490000
357,48.8661770000,2.3712260000
358,48.7944365744,2.3312120976
359,48.8718796984,2.4398111530
360,48.8622860000,2.2383030000
361,48.8811020000,2.3651540000
362,48.8718400000,2.3600260000
363,48.8970500000,2.2644100000
364,43.8717560000,5.1137070000
365,43.5549030057,3.5287190605
366,48.0385320000, -4.3297290000
367,48.8975016845,2.2395674139
368,4.9097800000, -52.3216400000
369,45.7530200000,4.8769400000
370,49.8877100000,2.2969100000
371,43.5828515367,3.9288677574
372,48.8451720000,2.2842730000
373,48.8423450000,2.2900150000
374,48.8345330000,2.3354170000
375,48.7914300000,2.5093300000
376,48.8058100000,2.4410000000
377,48.9247820000,2.2663990000
378,48.9246870000,2.2658830000
379,43.1179800000,6.1496100000
380,45.7673100000,3.1046700000
381,47.9238700784,1.9010639191
382,47.3668685424,0.6841135025
383,48.1109000000, -1.6558400000
384,48.1384700000, -1.6531500000
385,43.6408900000,0.5959700000
386,43.1160100000,0.7479300000
387,49.0230640000,1.1406300000
388,44.0995885199,3.0725374818
389,43.2130100000,2.3717000000
390,49.7624400000,4.7192400000
391,44.5549200000,6.0745600000
392,48.8511310000,2.3513150000
393,48.8705000000,2.3530570000
394,46.6449640000, -0.2511810000
395,49.3564360000,2.7956640000
396,46.2015100000,6.2358700000
397, -21.3358049524,55.4760164022
398, -20.8927100000,55.4834800000
399,48.7161690000,2.4372400000
400,48.5512500000,7.7428000000
401,50.6239400000,3.0783600000
402,48.1309456465, -1.6520188898
403,49.2022300000, -0.3054500000
404,48.8527050000,2.3339380000
405,48.8410050000,2.3691620000
406,48.8603600000,2.3248890000
407,48.8200800000,2.3956700000
408,48.8227500000,2.4117700000
409,48.8076420000,2.2947140000
410,48.8977710000,2.2948520000
411,48.8965801503,2.2528517246
412,48.8408346577,2.2272902727
413,43.4690270000,0.0346540000
414,48.7430170000,7.4051500000
415,48.0356230000, -3.2508320000
416,48.4418350000,5.1518690000
417,43.9111110000,5.0561570000
418,48.8433800000,2.3425050000
419,48.8842980000,2.3554830000
420,48.8912750000,2.3473680000
421,48.8710750000,2.3035320000
422,48.8460770000,2.2769220000
423,48.8331860000,2.3543760000
424,48.8367000000,2.4034890000
425,48.8842020000,2.3304230000
426,48.8599650000,2.3148380000
427,48.7021810000,7.1199350000
428,44.5517780000,5.8645910000
429,50.0566841238,4.1022158676
430,48.7130400000,2.3782500000
431,48.9635430000,2.0461670000
432,48.6290000000,2.5731100000
433,43.3010300000, -0.3066500000
434,43.4904300000, -1.4614600000
435,45.7803900000,3.0629500000
436,50.6975950188,2.8876546923
437,50.6843581454,2.8807246685
438,47.7326500000, -3.4840700000
439,48.6262020297,6.2181188076
440,47.3757735328,0.6791245937
441,43.6114100000,3.8626200000
442,43.5990600000,1.4171300000
443,49.0215500000,1.1408300000
444,46.1579560000, -1.1423250000
445,43.2608600000,5.3938200000
446,48.8399780000,2.2903630000
447,48.8660150000,2.3663290000
448,48.8838750000,2.3685860000
449,45.9065278762,6.1465799510
450,47.4339410000, -0.6140570000
451,48.8411680000,2.3559680000
452,48.9006190000,2.3869620000
453,48.8841790000,2.3685950000
454,48.8480210000,2.3017230000
455,48.8560740000,2.3506880000
456,48.8400400000,2.5419500000
457,48.8142144813,2.2782656550
458,48.5569440000, -1.9301390000
459,47.2678370000, -2.2220170000
460,45.7417500000,4.8398100000
461,48.9874000000,1.9122100000
462,47.4517000000, -0.5530400000
463,47.4922300000, -0.5289840000
464,48.3515800000, -1.2007400000
465,48.8804220000,2.3796280000
466,48.8368030000,2.3518670000
467,48.8266870000,2.3640980000
468,48.8832770000,2.3469330000
469,48.8794300000,2.3142820000
470,48.8751090000,2.3110880000
471,48.8575660000,2.3175330000
472,48.8609750000,2.3149630000
473,48.9400900000,2.4625400000
474,48.8996753306,2.2010502219
475, -17.7737540000, -149.4441550000
476,48.8010090000, -3.4733860000
477,48.2592200000,6.8896400000
478,45.8470000000,1.2586300000
479,49.2316500000,4.0112200000
480,49.2692350000,4.0700230000
481,48.3853000000, -4.4827800000
482,48.4132800000, -4.4913800000
483,46.1526140000, -1.1925210000
484,49.1750000000, -0.3792600000
485,49.6605360000,3.2791460000
486,48.8424130000,2.3295550000
487,48.8511147922,2.3512780666
488,48.8335060000,2.2865270000
489,48.8323480000,2.2876780000
490,48.8517410000,2.3267680000
491,48.9298212021,2.5147832086
492,48.8194557955,2.3141777515
493,48.1731840000, -0.1224800000
494,48.5463949976,2.7833057843
495,45.8300100000,1.2508100000
496,46.3162000000, -0.4769100000
497,49.0057110000,1.9064650000
498,49.4175100000,1.0731700000
499,48.5806100000,7.7573900000
500,43.2212800000,0.0610140000
501,43.3113700000, -0.3689300000
502,44.8031400000, -0.5826900000
503,44.8329800000, -0.6479000000
504,47.8785800000, -3.9026600000
505,42.9556150444,1.6007114947
506,48.8508170000,2.3614360000
507,48.8358200000,2.3281250000
508,48.8940200000,2.4017500000
509,48.9183100000,2.2239500000
510, -21.2648100000,55.5046840000
511,43.6347750000,5.1520570000
512,48.4782604370, -4.2864918708
513,48.8258030000,2.3573820000
514,48.9119000000,2.3733800000
515,48.8426900000,2.2489500000
516,49.5632840000,0.2237180000
517,49.5747440000, -1.4963400000
518, -21.2950000000,55.4474700000
519,43.2925700000, -0.3083900000
520,43.5647530000,1.4015220000
521,48.3929600000, -4.4792800000
522,45.6271200000, -1.0130500000
523,46.1166250000,5.2775630000
524,43.7217930000,7.1672110000
525,43.1410700000,6.0300300000
526,43.3101200000, -0.3608500000
527,48.2939000000,4.0819000000
528,48.8705390000,2.3882470000
529,48.8415070000,2.2665430000
530,48.8300990000,2.1755810000
531,47.2427900000,6.0076300000
532, -22.3029600000,166.4453000000
533, -20.9614800000,55.6537100000
534,45.7670700000,4.8476500000
535,45.7652900000,4.8588800000
536,49.4892000000,0.1392300000
537,48.0087410000,0.1998980000
538,48.0156500000,0.2307000000
539,47.9920800000,0.2164000000
540,43.3077600000, -0.3391800000
541,45.7763000000,3.0900600000
542,50.6366000000,3.0705000000
543,47.6550360000, -2.7675310000
544,47.4496500000, -0.5305300000
545,47.4624600000, -0.5474100000
546,47.4663700000, -0.5572800000
547,47.9484000000,1.8314800000
548,48.1053628767, -1.6901190348
549,48.1088500000, -1.6087300000
550,48.0171120000, -4.0006770000
551,48.3887000000, -4.5046600000
552,47.2439400000,6.0053300000
553,43.6951650000,7.2731220000
554,48.8503540000,2.3426240000
555,48.8780210000,2.3706900000
556,48.8291352692,2.3084324598
557,48.8204090000,2.3590910000
558,48.8737620000,2.3406730000
559,48.8580670000,2.3100070000
560,48.8498200000,2.3232900000
561,48.8438700000,2.4791500000
562,48.8221118755,2.3057663441
563,48.8254423843,2.2158989498
564,48.8434754829,2.2206705809
565,45.3588330000,5.5581720000
566,5.4801846230, -53.2111483812
567,48.8471650000,2.3280170000
568,48.8646110000,2.4059870000
569,48.8634349223,2.3896336555
570,48.8322690000,2.3627940000
571,48.8570560000,2.3712030000
572,48.8603650000,2.3249700000
573,48.8411700000,2.4329400000
574,48.9190496040,2.3338184133
575,48.8131435089,2.2463876009
576,48.8959151910,2.2964724898
577,47.4450110000, -2.2454380000
578,15.8870250000, -61.3153650000
579,49.2801590000, -0.2517580000
580,48.4851970000, -2.6402000000
581,49.4923600000,0.1238550000
582,45.1911200000,5.7202000000
583,48.1630900000, -1.6754800000
584,44.8685800000, -0.5970800000
585,46.1612700000, -1.1322900000
586,48.2989300000,4.0549600000
587,48.8978250000,2.3353390000
588,48.8330830000,2.2874270000
589,48.8303440000,2.3704350000
590,48.8630930000,2.3684950000
591,48.8893300000,2.5215300000
592,48.9037080761,2.3191991491
593,48.1925730000,5.9268500000
594,43.9192720000,1.9646220000
595, -21.3139508176,55.4398155208
596,43.0934000000,5.8446000000
597,48.9614550000,1.8579590000
598,49.4471700000,1.0935700000
599,43.4783900000, -1.5553900000
600,47.7526700000, -3.3913000000
601,48.6798900000,6.2008000000
602,48.1146900000, -1.6564000000
603,48.0978880000, -1.6430970000
604,44.7975000000, -0.6415700000
605,48.3024800000,4.0282600000
606,48.2948000000,4.0641000000
607,48.1918540000,7.3363410000
608,49.2743080000, -1.2784160000
609,45.7113300000,5.8932100000
610, -20.8856200000,55.4641000000
611,4.9247600000, -52.3124700000
612,45.7220800000,4.8731600000
613,45.8372800000,1.3542600000
614,45.8282500000,3.1433000000
615,48.6873000000,6.1836500000
616,44.2044200000,0.6141800000
617,47.2791901829, -2.2167277336
618,48.7300301919,1.3266241548
619,44.8341332792,0.5050063133
620,48.2891000000,3.9983000000
621,48.8873190000,2.3947400000
622,48.8401580000,2.3218850000
623,48.8666410000,2.3673580000
624,48.8766470000,2.3177000000
625,48.8547470000,2.3259310000
626,48.8818900000,2.2687200000
627,49.0828610000,3.7348370000
628,48.8526855067,2.2161537409
629,48.8783070000,2.3375480000
630,48.8572820000,2.3523860000
631,44.3417330000,1.5432890000
632,49.6356720000,0.1905070000
633,45.8191800000,4.8998000000
634,48.8873960000,2.3846510000
635,49.3584300000,6.1374300000
636,43.6203712612,1.4359447360
637,43.2076000000,2.3156800000
638,48.8892210000,2.3938780000
639,48.8724820000,2.2939580000
640,48.8760090000,2.3445220000
641,48.8578100000,2.4342200000
642,48.8054566882,2.1844500303
643,48.8467400000,2.2366300000
644,48.8500700000,2.2389500000
645,44.1755520000,5.1316450000
646,49.5168450000,5.2607310000
647,50.3332800000,2.9847380000
648,48.9016870000,2.0764080000
649,46.6631818999,4.3698830664
650,46.8072559581,4.4324766609
651,45.9760400000,4.7174200000
652,50.6132579381,3.0748600727
653,48.6851600000,6.1558100000
654,48.6985000000,6.1668000000
655,47.2363100000, -1.5182100000
656,47.3622244901,0.7097265869
657,48.1108800000, -1.7121400000
658,44.8535800000, -0.5416800000
659,43.5729260000,1.4350710000
660,45.6270100000, -1.0125300000
661,48.8345580000,2.3578000000
662,48.8719990000,2.3400430000
663,47.9791070000, -4.1878290000
664,47.8980310000, -4.0144730000
665,48.8372340000,2.2964420000
666,48.8314590000,2.3760030000
667,48.8363940000,2.2637730000
668,48.7655715885,2.3975300789
669,48.8937575829,2.2119373083
670,50.7461930000,1.7587790000
671,45.7636559893,4.8687967658
672,45.8364800000,1.2624700000
673,48.5830100000,7.7356300000
674,50.4735029393,2.5915074348
675,49.2455800185,4.0178788904
676,47.4710000000, -0.5646300000
677,47.9466100000,1.8924200000
678,48.0857960000, -1.7018170000
679,49.2074600000, -0.3172400000
680,48.2869000000,4.0793500000
681,48.8812010000,2.3155550000
682,48.8433300000,2.4053840000
683,48.8473450000,2.3867350000
684,48.8614880000,2.3739190000
685,48.8580680000,2.3100070000
686,48.8650130000,2.3955260000
687,48.8587670000,2.2750330000
688,48.8286230000,2.3014220000
689,48.8443070000,2.4417360000
690,48.8746760000,2.3200480000
691,48.8526990000,2.3085580000
692,48.8982858867,2.2583851218
693,45.5885707183,2.7296902049
694,49.0504473312, -0.3198950000
695,47.7811400000,2.0185980000
696,45.9060000000,6.1261000000
697,48.4710000000,2.7001500000
698,48.8830180000,2.3695880000
699,48.8416890000,2.2668650000
700,48.8229700000,2.3778090000
701,48.8281230000,2.4096820000
702,48.8291900000,2.3902620000
703,48.8652420000,2.3519780000
704,48.8523800000,2.4863200000
705,48.8936820000,4.2363510000
706,49.0050730000,0.3965690000
707,43.6868840000, -1.3347990000
708,45.7657890000,4.7516750000
709,44.8422380000, -0.7682330000
710,4.9286400000, -52.3166800000
711,47.3957377514,0.7107000083
712,43.6163200000,3.8411400000
713,43.6650600000,4.6471000000
714,48.8732940000,2.2955390000
715,48.8402500000,2.3702150000
716,48.8547248354,2.1980434656
717,45.3698150000,5.9225750000
718,49.4019780000,6.2484470000
719,45.7611244740,4.8362797762
720,16.2795720542, -61.4978653193
721,16.2403000000, -61.5285800000
722,48.5952900000,7.7186900000
723,43.2323360000,0.0712930000
724,47.2529800000, -1.5974400000
725,47.3756468417,0.6798729300
726,48.0972360000, -1.6579080000
727,48.2761900000,4.0563900000
728,48.8664660000,2.3647780000
729,48.8988990000,2.3809590000
730,48.8999160000,2.3358180000
731,48.8666400000,2.3673120000
732,48.8582290000,2.3491020000
733,48.8585080000,2.3482160000
734,48.9157270000,2.2424050000
735,47.3622070000, -0.0407940000
736,47.4777350000, -2.1800350000
737,47.9603730000,7.3057560000
738,48.4139030000, -2.0963230000
739,48.8502330000,2.2669750000
740,14.6279500000, -61.0549200000
741,43.1162000000,6.1133000000
742,49.8902200000,2.2982600000
743,46.1841700000,6.2425200000
744,48.0978200000, -1.6552300000
745,44.8602570418, -0.5382946651
746,44.5312890000,4.7445910000
747,48.8376940000,2.3455070000
748,48.8326990000,2.2883630000
749,48.8228390000,2.3275960000
750,48.8577990000,2.3709400000
751,48.7908400000,2.3695900000
752,50.6145150000,2.6888930000
753,47.2214092436, -2.1612864733
754,47.7641300000, -3.3603600000
755,47.2422600000,6.0147600000
756,48.2743653347,4.0401488541
757,48.8575990000,2.3993380000
758,48.8845520000,2.2977140000
759,48.8725640000,2.3762320000
760,48.8734170000,2.3296950000
761,43.6748996570,1.4324254293
762,42.7266030000,2.9466100000
763,46.8349120000, -0.4815050000
764,48.4365180000, -2.1446410000
765,48.7001000000,2.4778400000
766,48.5968000000,7.7041000000
767,48.5749700000,7.7302300000
768,44.8343100000, -0.5746900000
769,46.1529600000, -1.1369100000
770,48.8788531865,2.4902591204
771,43.5354130000,1.4839050000
772,48.2825290000, -0.8771570000
773,45.8278050000,5.9885250000
774,48.6891400000,1.8515300000
775,43.3027420000, -0.3196090000
776,48.8437000000,2.4100970000
777,46.8358490000,5.7085640000
778,49.0571220000,2.2970870000
779,49.4325100000,1.0895000000
780,49.3565000000,6.1544600000
781,44.8284600000, -0.5620900000
782,48.8759820000,2.4025780000
783,48.8947710000,2.3823290000
784,48.7980100000,2.4745700000
785,48.8068740000,2.2933980000
786,47.3410070000, -1.8960640000
787,47.9829900000,0.2106200000
788,47.6195300000,6.1490000000
789,45.7729621130,4.8656372213
790,50.6219400000,3.0885200000
791,50.3974000000,3.1039000000
792,46.9952000000,3.1683000000
793,48.6290900000,6.3634400000
794,47.9075300000,1.9062200000
795,47.9176000000,1.8986300000
796,48.1001500000, -1.6504300000
797,43.3379100000,3.1836200000
798,48.2700240000,4.0498520000
799,48.8644210000,2.3980710000
800,48.8579300000,2.2879140000
801,48.8375420000,2.3230240000
802,48.9181622246,2.3571313876
803,48.8135190000,2.3182690000
804,49.0933360557,3.9403481312
805,47.2674330000, -1.3420270000
806,45.7459180000,4.7323940000
807, -20.9046300000,55.4817200000
808,45.7217136949,4.8940175772
809,45.7956447751,4.8469544842
810,16.2687700000, -61.4900700000
811,48.8169500000,2.6168800000
812,43.3048900000, -0.4018800000
813,45.7879300000,3.1225200000
814,47.7336600000, -3.4769200000
815,47.4666100000, -0.5619100000
816,47.4806350000, -0.5275060000
817,44.9451500000,4.8781300000
818,48.8942620000,2.3136100000
819,48.8246990000,2.3259710000
820,48.8296500000,2.3069480000
821,48.8702960000,2.3326900000
822,48.9241065686,2.5015997887
823,43.9558660000,2.8597230000
824,48.4738170000,1.4109490000
825,46.8484430000, -1.1696160000
826,45.1473300000,5.3072120000
827,47.7092330000,6.9656860000
828,49.0693150000,2.1793750000
829,45.8574470000,6.3293110000
830,50.5218430600,2.9629505200
831,49.4386793600,1.1079317167
832,45.7954500000,3.1043600000
833,47.2207854801,2.0674319965
834,48.8639210000,2.2905000000
835,48.8605520000,2.3493540000
836,48.7757910000,2.4802210000
837,48.7888936903,2.3189681768
838,46.9519790000,0.6466357000
839,47.7199940000,1.9309920000
840,48.4512680000,7.5212250000
841,48.5599440000,6.1852812762
842,47.1773750000, -1.4634130000
843, -20.9670000000,55.6246500000
844,45.7543700000,4.8667600000
845,45.7605490000,4.7958000000
846,16.2517900000, -61.5210700000
847,45.6965600000,5.9073800000
848,43.3077300000, -0.3391300000
849,49.6353700000, -1.6566650000
850,47.2191200000, -1.6216600000
851,47.3947347451,0.6845171147
852,48.1140500000, -1.6073000000
853,49.1895800000, -0.4418200000
854,44.3966600000,2.5071000000
855,48.8739690000,2.3485760000
856,48.9493300000,2.3577500000
857,46.0235430000,4.7938930000
858,43.3793200000,6.2089490000
859,45.2768950000,5.8726300000
860,45.2839660000,5.8827830000
